channel,u0,tE,rho,q,s,mag_ref,seed,event_delta_chi2,anomaly_delta_chi2,event_detected,anomaly_detected,recovered,failure_reason,n_points_in_anomaly_window,wall_time_s
ffp,1.5,1.0,0.005,0.0,1.0,24.0,0,182.87261064611812,330.7661624705934,False,False,False,event_below_threshold,354,0.2799970996566117
ffp,1.5,1.0,0.005,0.0,1.0,24.0,1,155.92857119328983,287.9924177275674,False,False,False,event_below_threshold,354,0.3219012999907136
ffp,1.5,1.0,0.005,0.0,1.0,24.0,2,128.63730212736846,388.5283396683667,False,False,False,event_below_threshold,357,0.28800230007618666
ffp,1.5,1.0,0.005,0.0,1.0,24.0,3,165.86157682837074,380.51831059645815,False,False,False,event_below_threshold,355,0.17949469992890954
ffp,1.5,1.0,0.005,0.0,1.0,24.0,4,146.33214242175745,376.3311861753973,False,False,False,event_below_threshold,355,0.31695029977709055
ffp,2.5,0.02,0.005,0.0,1.0,24.0,0,1.4554503845211002,0.8325363402695822,False,False,False,event_below_threshold,5,0.09394669998437166
ffp,2.5,0.02,0.005,0.0,1.0,24.0,1,1.434965381755319,2.7686895434912304,False,False,False,event_below_threshold,5,0.11212120018899441
ffp,2.5,0.02,0.005,0.0,1.0,24.0,2,0.10528358045121422,5.845875048992797,False,False,False,event_below_threshold,5,0.07048079976812005
ffp,2.5,0.02,0.005,0.0,1.0,24.0,3,1.6170414253429044,1.8562469171031193,False,False,False,event_below_threshold,5,0.1692512002773583
ffp,2.5,0.02,0.005,0.0,1.0,24.0,4,3.9736696689287783,4.690334522688205,False,False,False,event_below_threshold,5,0.11615479970350862
ffp,2.5,0.08,0.005,0.0,1.0,24.0,0,3.3671611475001555,20.135019482948668,False,False,False,event_below_threshold,28,0.0990588003769517
ffp,2.5,0.08,0.005,0.0,1.0,24.0,1,2.4914684903997113,21.471596983249793,False,False,False,event_below_threshold,27,0.28160279989242554
ffp,2.5,0.08,0.005,0.0,1.0,24.0,2,0.2383055920508923,25.228890215402053,False,False,False,event_below_threshold,28,0.096342199947685
ffp,2.5,0.08,0.005,0.0,1.0,24.0,3,2.663419462121965,21.654004423964874,False,False,False,event_below_threshold,28,0.07822149991989136
ffp,2.5,0.08,0.005,0.0,1.0,24.0,4,3.0376829385131714,22.4123094726192,False,False,False,event_below_threshold,28,0.13465410005301237
ffp,2.5,0.3,0.005,0.0,1.0,24.0,0,10.044637329949182,94.96573695409356,False,False,False,event_below_threshold,105,0.27063170028850436
ffp,2.5,0.3,0.005,0.0,1.0,24.0,1,6.578987663029693,83.98308836788831,False,False,False,event_below_threshold,104,0.10915949987247586
ffp,2.5,0.3,0.005,0.0,1.0,24.0,2,3.8126358310400974,87.9181744460722,False,False,False,event_below_threshold,106,3.7945632999762893
ffp,2.5,0.3,0.005,0.0,1.0,24.0,3,6.974469240412873,103.08402255627452,False,False,False,event_below_threshold,105,0.08394329994916916
ffp,2.5,0.3,0.005,0.0,1.0,24.0,4,5.296341675566509,124.40421927682488,False,False,False,event_below_threshold,105,0.11890720017254353
ffp,2.5,1.0,0.005,0.0,1.0,24.0,0,25.315830830077175,331.0581405592155,False,False,False,event_below_threshold,354,0.1462567001581192
ffp,2.5,1.0,0.005,0.0,1.0,24.0,1,15.26348280741513,287.3733792486113,False,False,False,event_below_threshold,354,0.13562900014221668
ffp,2.5,1.0,0.005,0.0,1.0,24.0,2,6.934722592734033,388.32909673109606,False,False,False,event_below_threshold,357,0.06488130008801818
ffp,2.5,1.0,0.005,0.0,1.0,24.0,3,17.12670788160176,380.166292476292,False,False,False,event_below_threshold,355,0.08410480013117194
ffp,2.5,1.0,0.005,0.0,1.0,24.0,4,11.65121639015706,376.5449799346896,False,False,False,event_below_threshold,355,0.28372159972786903
ffp,0.02,0.02,0.005,0.0,1.0,25.5,0,21.16832705547131,1.137357448161511,False,False,False,event_below_threshold,5,0.28880330035462976
ffp,0.02,0.02,0.005,0.0,1.0,25.5,1,23.090522468097333,1.8058948708301799,False,False,False,event_below_threshold,5,0.23053000029176474
ffp,0.02,0.02,0.005,0.0,1.0,25.5,2,0.026400374965305673,22.165519039671654,False,False,False,event_below_threshold,5,0.21499199979007244
ffp,0.02,0.02,0.005,0.0,1.0,25.5,3,21.031634735725675,1.5008028354459648,False,False,False,event_below_threshold,5,0.15662739984691143
ffp,0.02,0.02,0.005,0.0,1.0,25.5,4,19.850009350906475,2.5357659318275654,False,False,False,event_below_threshold,5,0.2252045003697276
ffp,0.02,0.08,0.005,0.0,1.0,25.5,0,445.81325134239887,21.748371864779216,False,False,False,event_below_threshold,28,0.139699200168252
ffp,0.02,0.08,0.005,0.0,1.0,25.5,1,448.387889759033,17.12466728367098,False,False,False,event_below_threshold,27,0.08419890003278852
ffp,0.02,0.08,0.005,0.0,1.0,25.5,2,443.33754116772616,13.599618206332082,False,False,False,event_below_threshold,28,0.19376289984211326
ffp,0.02,0.08,0.005,0.0,1.0,25.5,3,443.5983221931856,20.59931665400463,False,False,False,event_below_threshold,28,0.08238670043647289
ffp,0.02,0.08,0.005,0.0,1.0,25.5,4,441.3441871525647,17.783179390596374,False,False,False,event_below_threshold,28,0.10911069996654987
ffp,0.02,0.3,0.005,0.0,1.0,25.5,0,5182.743099789324,85.74004725748043,True,True,True,recovered,105,0.06719739967957139
ffp,0.02,0.3,0.005,0.0,1.0,25.5,1,5163.510062297224,81.55671588316851,True,True,True,recovered,104,0.07335500000044703
ffp,0.02,0.3,0.005,0.0,1.0,25.5,2,5165.025458454511,81.19420170108776,True,True,True,recovered,106,0.06506750034168363
ffp,0.02,0.3,0.005,0.0,1.0,25.5,3,5173.558605166865,88.64781273532371,True,True,True,recovered,105,0.054008899722248316
ffp,0.02,0.3,0.005,0.0,1.0,25.5,4,5137.033214126663,128.97421473815996,True,True,True,recovered,105,0.06737839989364147
ffp,0.02,1.0,0.005,0.0,1.0,25.5,0,26718.02816986495,306.32006118577897,True,True,True,recovered,354,0.060693500097841024
ffp,0.02,1.0,0.005,0.0,1.0,25.5,1,26478.678744640085,257.47787776829387,True,True,True,recovered,354,0.06130209984257817
ffp,0.02,1.0,0.005,0.0,1.0,25.5,2,26623.035267626692,373.5470408766738,True,True,True,recovered,357,0.052319400012493134
ffp,0.02,1.0,0.005,0.0,1.0,25.5,3,26677.79849078076,353.85874105612106,True,True,True,recovered,355,0.04987809993326664
ffp,0.02,1.0,0.005,0.0,1.0,25.5,4,26599.872362158894,355.0318177490544,True,True,True,recovered,355,0.05673500010743737
ffp,0.1,0.02,0.005,0.0,1.0,25.5,0,19.69108519422298,1.1527267418139089,False,False,False,event_below_threshold,5,0.3167873998172581
ffp,0.1,0.02,0.005,0.0,1.0,25.5,1,21.621535910620878,1.8121210950820146,False,False,False,event_below_threshold,5,0.1437194999307394
ffp,0.1,0.02,0.005,0.0,1.0,25.5,2,0.4317278376693139,20.711453987742267,False,False,False,event_below_threshold,5,0.07921899994835258
ffp,0.1,0.02,0.005,0.0,1.0,25.5,3,19.567562196923973,1.4936390009207325,False,False,False,event_below_threshold,5,0.1474965000525117
ffp,0.1,0.02,0.005,0.0,1.0,25.5,4,18.41907407853796,2.5151147509510206,False,False,False,event_below_threshold,5,0.16097559966146946
ffp,0.1,0.08,0.005,0.0,1.0,25.5,0,242.8743145017288,21.62608496561617,False,False,False,event_below_threshold,28,0.09234979981556535
ffp,0.1,0.08,0.005,0.0,1.0,25.5,1,245.45855647011194,17.116959120052176,False,False,False,event_below_threshold,27,0.08664749981835485
ffp,0.1,0.08,0.005,0.0,1.0,25.5,2,240.58343761541983,13.479245076598719,False,False,False,event_below_threshold,28,0.12860790034756064
ffp,0.1,0.08,0.005,0.0,1.0,25.5,3,241.64566752216342,19.802666257369072,False,False,False,event_below_threshold,28,0.07066889991983771
ffp,0.1,0.08,0.005,0.0,1.0,25.5,4,239.04138940796474,17.467644418548915,False,False,False,event_below_threshold,28,0.09418549994006753
ffp,0.1,0.3,0.005,0.0,1.0,25.5,0,1434.4364683593267,85.91154380409326,True,True,True,recovered,105,0.05652519967406988
ffp,0.1,0.3,0.005,0.0,1.0,25.5,1,1418.1407433370332,82.17243394575772,True,True,True,recovered,104,0.07062850007787347
ffp,0.1,0.3,0.005,0.0,1.0,25.5,2,1417.286097527085,82.02864663569143,True,True,True,recovered,106,0.04945359984412789
ffp,0.1,0.3,0.005,0.0,1.0,25.5,3,1426.8823996881401,88.34699643026961,True,True,True,recovered,105,0.05455709993839264
ffp,0.1,0.3,0.005,0.0,1.0,25.5,4,1400.1263595279052,120.38129916330611,True,True,True,recovered,105,0.09530750010162592
ffp,0.1,1.0,0.005,0.0,1.0,25.5,0,5937.734138851083,305.4195608556119,True,True,True,recovered,354,0.05396910011768341
ffp,0.1,1.0,0.005,0.0,1.0,25.5,1,5826.903318808225,256.8840452349987,True,True,True,recovered,354,0.053237199783325195
ffp,0.1,1.0,0.005,0.0,1.0,25.5,2,5856.607210434329,365.16596280430326,True,True,True,recovered,357,0.07170230010524392
ffp,0.1,1.0,0.005,0.0,1.0,25.5,3,5905.234917836886,350.4114428326046,True,True,True,recovered,355,0.060194399673491716
ffp,0.1,1.0,0.005,0.0,1.0,25.5,4,5837.833874635991,356.21721105181723,True,True,True,recovered,355,0.052649099845439196
ffp,0.3,0.02,0.005,0.0,1.0,25.5,0,12.756314393835055,1.3340899834366868,False,False,False,event_below_threshold,5,0.22851759986951947
ffp,0.3,0.02,0.005,0.0,1.0,25.5,1,14.707612018712098,1.8572231387190516,False,False,False,event_below_threshold,5,0.0754746999591589
ffp,0.3,0.02,0.005,0.0,1.0,25.5,2,1.8878612183398218,12.172174813220082,False,False,False,event_below_threshold,5,7.903996500186622
ffp,0.3,0.02,0.005,0.0,1.0,25.5,3,12.687805346260575,1.4685321360579233,False,False,False,event_below_threshold,5,0.10965320002287626
ffp,0.3,0.02,0.005,0.0,1.0,25.5,4,11.703488110335456,2.3964864907002443,False,False,False,event_below_threshold,5,0.08770080003887415
ffp,0.3,0.08,0.005,0.0,1.0,25.5,0,77.15996434760018,20.836201004766178,False,False,False,event_below_threshold,28,0.09376339986920357
ffp,0.3,0.08,0.005,0.0,1.0,25.5,1,79.17724401037412,16.982070335491716,False,False,False,event_below_threshold,27,0.13618319993838668
ffp,0.3,0.08,0.005,0.0,1.0,25.5,2,74.99956108646438,13.177616467313904,False,False,False,event_below_threshold,28,0.11331179970875382
ffp,0.3,0.08,0.005,0.0,1.0,25.5,3,76.2423954838232,19.37076602075516,False,False,False,event_below_threshold,28,0.08636979991570115
ffp,0.3,0.08,0.005,0.0,1.0,25.5,4,77.87561175411975,13.253978949097688,False,False,False,event_below_threshold,28,0.4467429998330772
ffp,0.3,0.3,0.005,0.0,1.0,25.5,0,389.650775613085,85.96067744095521,False,False,False,event_below_threshold,105,0.07412760006263852
ffp,0.3,0.3,0.005,0.0,1.0,25.5,1,385.88906670150755,81.27850712051624,False,False,False,event_below_threshold,104,0.1081247003749013
ffp,0.3,0.3,0.005,0.0,1.0,25.5,2,377.54173297189845,80.58154004693205,False,False,False,event_below_threshold,106,0.16684339987114072
ffp,0.3,0.3,0.005,0.0,1.0,25.5,3,383.13521434227005,89.07157675545858,False,False,False,event_below_threshold,105,0.061017700005322695
ffp,0.3,0.3,0.005,0.0,1.0,25.5,4,358.0949697778997,121.24477128220293,False,False,False,event_below_threshold,105,0.16342850029468536
ffp,0.3,1.0,0.005,0.0,1.0,25.5,0,1373.6088553716108,304.6444269949535,True,True,True,recovered,354,0.06975540006533265
ffp,0.3,1.0,0.005,0.0,1.0,25.5,1,1367.7929281031393,255.18852199836536,True,True,True,recovered,354,0.05593560030683875
ffp,0.3,1.0,0.005,0.0,1.0,25.5,2,1307.2340635006694,364.19248270938203,True,True,True,recovered,357,0.11669360008090734
ffp,0.3,1.0,0.005,0.0,1.0,25.5,3,1340.7156087409894,348.02043849230677,True,True,True,recovered,355,0.10806600004434586
ffp,0.3,1.0,0.005,0.0,1.0,25.5,4,1302.1501294199043,356.3708434344695,True,True,True,recovered,355,0.07505259988829494
ffp,0.6,0.02,0.005,0.0,1.0,25.5,0,6.6335790815574,1.37306253609521,False,False,False,event_below_threshold,5,0.159536300227046
ffp,0.6,0.02,0.005,0.0,1.0,25.5,1,8.53703761734505,1.9352443963615562,False,False,False,event_below_threshold,5,0.15808279998600483
ffp,0.6,0.02,0.005,0.0,1.0,25.5,2,1.9604254116820812,6.255384030692314,False,False,False,event_below_threshold,5,6.256479300092906
ffp,0.6,0.02,0.005,0.0,1.0,25.5,3,6.590483940086415,1.4630134447734653,False,False,False,event_below_threshold,5,0.07108979998156428
ffp,0.6,0.02,0.005,0.0,1.0,25.5,4,7.799955984210101,2.722730321231615,False,False,False,event_below_threshold,5,0.18886230001226068
ffp,0.6,0.08,0.005,0.0,1.0,25.5,0,30.600920844488428,20.530591460548923,False,False,False,event_below_threshold,28,0.5067465002648532
ffp,0.6,0.08,0.005,0.0,1.0,25.5,1,30.7827131607919,16.83540766769992,False,False,False,event_below_threshold,27,0.30760789988562465
ffp,0.6,0.08,0.005,0.0,1.0,25.5,2,26.439929233136354,14.098908348839906,False,False,False,event_below_threshold,28,0.14934090012684464
ffp,0.6,0.08,0.005,0.0,1.0,25.5,3,28.48202403471805,19.06057239963134,False,False,False,event_below_threshold,28,0.14276230009272695
ffp,0.6,0.08,0.005,0.0,1.0,25.5,4,28.459938391191827,14.855727709024036,False,False,False,event_below_threshold,28,0.34195479983463883
ffp,0.6,0.3,0.005,0.0,1.0,25.5,0,120.9467909798077,86.27292527352516,False,False,False,event_below_threshold,105,0.10227569984272122
ffp,0.6,0.3,0.005,0.0,1.0,25.5,1,126.63439826923423,78.9402714427273,False,False,False,event_below_threshold,104,0.16915220022201538
ffp,0.6,0.3,0.005,0.0,1.0,25.5,2,112.75068114391615,79.12380556129604,False,False,False,event_below_threshold,106,0.5097666000947356
ffp,0.6,0.3,0.005,0.0,1.0,25.5,3,115.69985711190748,89.26407522721851,False,False,False,event_below_threshold,105,0.07665350008755922
ffp,0.6,0.3,0.005,0.0,1.0,25.5,4,98.25917590346944,118.0873979716933,False,False,False,event_below_threshold,105,0.40323529997840524
ffp,0.6,1.0,0.005,0.0,1.0,25.5,0,398.05476030647696,299.6335384376159,False,False,False,event_below_threshold,354,0.11231150012463331
ffp,0.6,1.0,0.005,0.0,1.0,25.5,1,407.7605958550412,250.67574758600375,False,False,False,event_below_threshold,354,0.09118879958987236
ffp,0.6,1.0,0.005,0.0,1.0,25.5,2,343.2428273921687,361.0006138656223,False,False,False,event_below_threshold,357,0.10101410001516342
ffp,0.6,1.0,0.005,0.0,1.0,25.5,3,366.3340971254074,341.94126064724094,False,False,False,event_below_threshold,355,0.6421970999799669
ffp,0.6,1.0,0.005,0.0,1.0,25.5,4,340.4248778665278,355.2094870932765,False,False,False,event_below_threshold,355,0.23496919963508844
ffp,1.0,0.02,0.005,0.0,1.0,25.5,0,3.9308437190738914,1.2920666331444122,False,False,False,event_below_threshold,5,0.14166489988565445
ffp,1.0,0.02,0.005,0.0,1.0,25.5,1,5.69887303190626,1.9942577367175698,False,False,False,event_below_threshold,5,0.21179769979789853
ffp,1.0,0.02,0.005,0.0,1.0,25.5,2,5.449813016584812,5.644089500044668,False,False,False,event_below_threshold,5,0.18110049981623888
ffp,1.0,0.02,0.005,0.0,1.0,25.5,3,3.9112912997043168,1.4741039365242152,False,False,False,event_below_threshold,5,0.09559789998456836
ffp,1.0,0.02,0.005,0.0,1.0,25.5,4,6.328644472305314,1.9373375301930682,False,False,False,event_below_threshold,5,0.28074789978563786
ffp,1.0,0.08,0.005,0.0,1.0,25.5,0,10.757702627124672,21.69679183600488,False,False,False,event_below_threshold,28,0.21487070014700294
ffp,1.0,0.08,0.005,0.0,1.0,25.5,1,15.605845878053515,17.943259907421023,False,False,False,event_below_threshold,27,0.2839424000121653
ffp,1.0,0.08,0.005,0.0,1.0,25.5,2,10.899903984784032,15.668127701540568,False,False,False,event_below_threshold,28,0.2847373001277447
ffp,1.0,0.08,0.005,0.0,1.0,25.5,3,11.317343069073104,19.375126822981784,False,False,False,event_below_threshold,28,0.1461495002731681
ffp,1.0,0.08,0.005,0.0,1.0,25.5,4,12.649272596045193,14.049822770236903,False,False,False,event_below_threshold,28,0.07411159994080663
ffp,1.0,0.3,0.005,0.0,1.0,25.5,0,39.887792228106264,85.00745577484967,False,False,False,event_below_threshold,105,0.20323199965059757
ffp,1.0,0.3,0.005,0.0,1.0,25.5,1,45.714859447893105,78.11535771653489,False,False,False,event_below_threshold,104,0.16009769961237907
ffp,1.0,0.3,0.005,0.0,1.0,25.5,2,33.88035846670391,77.87569478510834,False,False,False,event_below_threshold,106,0.3130806996487081
ffp,1.0,0.3,0.005,0.0,1.0,25.5,3,34.60747081687441,87.7873526704081,False,False,False,event_below_threshold,105,0.15545159997418523
ffp,1.0,0.3,0.005,0.0,1.0,25.5,4,26.156799587515707,114.33074966076252,False,False,False,event_below_threshold,105,0.29890199983492494
ffp,1.0,1.0,0.005,0.0,1.0,25.5,0,121.02379097994708,293.23926909502177,False,False,False,event_below_threshold,354,0.11602779990062118
ffp,1.0,1.0,0.005,0.0,1.0,25.5,1,132.59145189248375,243.85429948558397,False,False,False,event_below_threshold,354,0.5329532995820045
ffp,1.0,1.0,0.005,0.0,1.0,25.5,2,84.69710182378549,351.46765896599476,False,False,False,event_below_threshold,357,0.2571292002685368
ffp,1.0,1.0,0.005,0.0,1.0,25.5,3,96.81172369499836,332.9269470831075,False,False,False,event_below_threshold,355,0.4709405000321567
ffp,1.0,1.0,0.005,0.0,1.0,25.5,4,83.48272117649321,346.2301010937654,False,False,False,event_below_threshold,355,0.1892580003477633
ffp,1.5,0.02,0.005,0.0,1.0,25.5,0,1.0407761104943347,3.094041682973172,False,False,False,event_below_threshold,5,0.8932757000438869
ffp,1.5,0.02,0.005,0.0,1.0,25.5,1,4.44175181369792,2.0275952056793733,False,False,False,event_below_threshold,5,0.16648219991475344
ffp,1.5,0.02,0.005,0.0,1.0,25.5,2,5.407680233929568,4.987851753227165,False,False,False,event_below_threshold,5,0.23666980024427176
ffp,1.5,0.02,0.005,0.0,1.0,25.5,3,2.934426389143482,2.1525731065202733,False,False,False,event_below_threshold,5,0.20790479984134436
ffp,1.5,0.02,0.005,0.0,1.0,25.5,4,5.6941265150708205,1.9275700645606908,False,False,False,event_below_threshold,5,0.3058087998069823
ffp,1.5,0.08,0.005,0.0,1.0,25.5,0,8.238136142357689,19.06397303539954,False,False,False,event_below_threshold,28,0.255211700219661
ffp,1.5,0.08,0.005,0.0,1.0,25.5,1,9.145093157116207,17.195764731651288,False,False,False,event_below_threshold,27,0.18535989988595247
ffp,1.5,0.08,0.005,0.0,1.0,25.5,2,6.555457574911998,16.230480196705184,False,False,False,event_below_threshold,28,0.32975579984486103
ffp,1.5,0.08,0.005,0.0,1.0,25.5,3,5.228704535489669,19.148890232824566,False,False,False,event_below_threshold,28,0.3042690996080637
ffp,1.5,0.08,0.005,0.0,1.0,25.5,4,3.028017361797538,19.843095831336854,False,False,False,event_below_threshold,28,0.17438070010393858
ffp,1.5,0.3,0.005,0.0,1.0,25.5,0,15.005112678918522,83.4444422506992,False,False,False,event_below_threshold,105,0.19193350011482835
ffp,1.5,0.3,0.005,0.0,1.0,25.5,1,21.578750857814157,78.14064882045106,False,False,False,event_below_threshold,104,0.2732484000734985
ffp,1.5,0.3,0.005,0.0,1.0,25.5,2,13.043003152404708,74.74654520109598,False,False,False,event_below_threshold,106,0.3175920997746289
ffp,1.5,0.3,0.005,0.0,1.0,25.5,3,10.410774449323071,85.93555113738628,False,False,False,event_below_threshold,105,0.19566329987719655
ffp,1.5,0.3,0.005,0.0,1.0,25.5,4,4.51487177879244,118.65033440249489,False,False,False,event_below_threshold,105,0.1447057002224028
ffp,1.5,1.0,0.005,0.0,1.0,25.5,0,39.632058708390105,288.354067325772,False,False,False,event_below_threshold,354,0.4192741001024842
ffp,1.5,1.0,0.005,0.0,1.0,25.5,1,48.23894268689037,238.41504704234507,False,False,False,event_below_threshold,354,0.3667125999927521
ffp,1.5,1.0,0.005,0.0,1.0,25.5,2,17.652863423623785,344.88276852895916,False,False,False,event_below_threshold,357,0.19535870011895895
ffp,1.5,1.0,0.005,0.0,1.0,25.5,3,23.822699316086073,325.16122923326503,False,False,False,event_below_threshold,355,0.25339339999482036
ffp,1.5,1.0,0.005,0.0,1.0,25.5,4,22.20634638058982,341.3266214133327,False,False,False,event_below_threshold,355,0.20886110002174973
ffp,2.5,0.02,0.005,0.0,1.0,25.5,0,0.7495490658438939,2.568826430822239,False,False,False,event_below_threshold,5,0.07160849962383509
ffp,2.5,0.02,0.005,0.0,1.0,25.5,1,10.253601123971748,4.068513882559159,False,False,False,event_below_threshold,5,0.2265612999908626
ffp,2.5,0.02,0.005,0.0,1.0,25.5,2,0.46745148920308566,4.886470629994708,False,False,False,event_below_threshold,5,0.07264700019732118
ffp,2.5,0.02,0.005,0.0,1.0,25.5,3,1.629391556551127,3.2833302640108766,False,False,False,event_below_threshold,5,0.13116260012611747
ffp,2.5,0.02,0.005,0.0,1.0,25.5,4,5.3693343746926985,2.1648588014646357,False,False,False,event_below_threshold,5,0.31913499999791384
ffp,2.5,0.08,0.005,0.0,1.0,25.5,0,4.216711009947176,22.872664411416988,False,False,False,event_below_threshold,28,0.21070750011131167
ffp,2.5,0.08,0.005,0.0,1.0,25.5,1,4.729407156439265,19.810098481762687,False,False,False,event_below_threshold,27,0.22366590006276965
ffp,2.5,0.08,0.005,0.0,1.0,25.5,2,35.12293837364632,18.475052505935317,False,False,False,event_below_threshold,28,1.8495494998060167
ffp,2.5,0.08,0.005,0.0,1.0,25.5,3,47.69485668555717,22.085872371559237,False,False,False,event_below_threshold,28,39.24612390017137
ffp,2.5,0.08,0.005,0.0,1.0,25.5,4,2.7450962143411743,16.90329884438075,False,False,False,event_below_threshold,28,0.13502070028334856
ffp,2.5,0.3,0.005,0.0,1.0,25.5,0,6.831602524373011,82.6556792996739,False,False,False,event_below_threshold,105,0.19267750019207597
ffp,2.5,0.3,0.005,0.0,1.0,25.5,1,12.409491514627007,76.3383386981166,False,False,False,event_below_threshold,104,0.44962239963933825
ffp,2.5,0.3,0.005,0.0,1.0,25.5,2,5.884960850580683,79.52621800303918,False,False,False,event_below_threshold,106,1.5659416001290083
ffp,2.5,0.3,0.005,0.0,1.0,25.5,3,2.1722750948829344,84.26790925340025,False,False,False,event_below_threshold,105,0.14911200013011694
ffp,2.5,0.3,0.005,0.0,1.0,25.5,4,8.512456296699384,119.6499620127775,False,False,False,event_below_threshold,105,0.1599517003633082
ffp,2.5,1.0,0.005,0.0,1.0,25.5,0,11.33575199367624,284.0584907328663,False,False,False,event_below_threshold,354,0.22792219975963235
ffp,2.5,1.0,0.005,0.0,1.0,25.5,1,16.660308724152856,233.60798124165422,False,False,False,event_below_threshold,354,0.2519577001221478
ffp,2.5,1.0,0.005,0.0,1.0,25.5,2,15.552961800334742,334.7404363670944,False,False,False,event_below_threshold,357,0.11819900013506413
ffp,2.5,1.0,0.005,0.0,1.0,25.5,3,3.2652311434430885,319.72638637401934,False,False,False,event_below_threshold,355,0.17786689987406135
ffp,2.5,1.0,0.005,0.0,1.0,25.5,4,9.204431033584115,337.0855125943608,False,False,False,event_below_threshold,355,0.1317365998402238
